Comments,Like,Dislike,User
핀리핀 못사는이유가 두테때문,2,1,lotu****
왕이가 돈 입금 한 모양이지,1,0,chun****
공산당 빨갱이들 국민이 용서하지 않는다.,1,0,capt****
돈 받았나...헐.,1,0,llle****
일진에게 개기다니 쪽팔려,1,0,kk62****
입은 욕하는데 몸은 성실한 타입,1,0,huaz****
어이가없는 자식들이네 지들이 코로나 퍼트리고선 어쩜 나라 수준이 저러냐,1001,7,nwy7****
저게 사람이냐? 병은 지들이 만들어서 퍼뜨려놓고 조롱하고 있네;;;; 중국놈들이랑 상종을 하면 안된다 사람이 아니다,295,4,prie****
중국은 인류의 암덩어리이자 바퀴벌레,165,5,park****
중공놈들은 양심의 가책도 안느껴지나? 이런 거지같은 나라가 우리 이웃 국가라는게 너무 짜증난다,106,2,daeu****
애초에 이 사단난게 중국때문이자나 우한폐렴!!! 우한코로나!!! 시진핑핑이 중국인 제발 화성으로 꺼져라,64,2,heyg****
난 일본보다 중국이 더 싫다,34,1,tanp****
"일개 개인이 아니고, 무려 정부에서 저런 겁니다. 이런 중국을 숭상하겠다는 중국몽 정부와 친중 좌파들... 문제입니다.",30,2,eoqk****
"중국방송 일반인 인터뷰중~""왜 세계인들이 우리를 싫어하는지 모르겠다 아마도 잘나가는 우리 중국을 질투를 하는것 같아요.""ㅎㅎ 그이유 니들만 빼고 전세계가 다 안다.",26,0,cisc****
세계민폐 불량국가 중국~ 니들이 그렇게 주장하는 우한코로나 종주국 중국~ 니들이 퍼트린 코로나로 인해 전세계인들이 죽어나가고 있고 전세계경제가 마비됬는데 니들때문에 지금도 수많은사람들이 죽어나가고 있는데 조롱을해~ 중공짱게~국민성이 쓰래기라는건 알지만...참 바퀴벌래같은족속들이다...지구상에서 사라져야할 나라 중국~ 아웃...,14,1,rudg****
정말 중국은 지상 최대의 민폐국가다... 지금 전세계인들이 누구때문에 이런고통을 받는데.... 우한에서 화학전의 개념으로 배양하고 양성하던 코로나 바이러스균을 유출해서 이사단이 난것 아니냐...;;; 전세계인들에게 잘못했다고 싹싹 빌어도 모자랄판에 뭐 어째고 어째? 전세계 모든국가들은 정말 중국을 멸망시키거나 중국이라는 나라를 분열시켜 민주주의 정치로 만들어야 한다. 아니 민주주의 국가들이 통치해야 한다. 더이상 두꺼비 같이 생긴 시진평과 그똘만이들인 공산당원들에게 중국을 맡겼서는 안된다.,11,1,beck****
"온정?? 동정???? ""우한 바이러스""잖아. 양심이란 게 없나봐 진짜. 야 이건 진짜 내가 인도사람이 아니어도 이가 갈린다",8,0,hann****
중국이라는 존재 그 자체가 더럽고 역겹다. 세상에서 사라지거라 중국이여,7,0,rntl****
에라이 우한 폐렴 놈들아~ 자기네가 퍼트려 놓고 죄책감도 없네,7,0,fore****
? 뭐라는거냐? 암만 봐도 저 사진 제목은 중국의 발명품 vs 중국의 발명품인 거 같은데 ㅋㅋ,7,0,rain****
인도야 중국에다 핵한발 날려라,6,0,son8****
중국놈들 언젠가는 대가를 치를 것이다.,6,0,su05****
한국도 조심해야 한다. 호주처럼 대형 산불 날 수 있다. 중국인들이 불을 놓고 다니는 거 빼박이다. 중국인 저거 인간 안 된다.,5,0,them****
파렴치한것들 이네 중국때문에 전세계가 이토록 고통받고있는데 조롱을 한다고? 진짜 쓰레기보다도 못한 족속들,5,0,sssb****
누가 누굴 조롱하고 있냐ㅡ전세계가 지들때문에 이사단이 났구만ㅡ뻔뻔한 야만족들... 일단 중국은 배제 시켜야됨~~,5,0,kang****
핵만 쓰지말고 중국 인도 전쟁한번 해라 지구의 평화와 환경보호를 위해,5,0,pbul****
짱깨가 아무리 기술을 훔쳐쓰고 퀄리티가 낮고 세계적으로 욕을 먹어도 점점 그기술을 지들걸로 만들어 발전 시킨다는게 무서운거지. 아무 거리낌 없이 해킹하고 일예로 우리나라 100억대기술을 컴퓨터 통채로 훔쳐가는 만행까지 보이는 쓰래기를 이제는 경계정도가 아니라 만전을 가해야 한다.,26,6,magi****
조센진들은오늘도여의도에서싸움중,13,3,roll****
중국 무시하는 분들은 어리석다고 스스로 드러내는 것과 같은데.,3,1,whis****
반맍년이 지나도 변하지 않는거 당파로 나라가 도탄에 빠지는 짓거리. 맨날 침략당해서 목잘리고 임금이 산성에서 대가리 박고 . 자유를 손에 쥐어주면어찌 할바를 몰라서 방종을 일삼는 조센진. 인본한테 먹히고 또 형 그때 나한테 왜 그랫어?! ㅜㅜ힘의논리가 법에 우선한다,2,0,bbq0****
중국의 기술은.하나도 부럽지.않지만 자금력은.정말 부럽네.. 우리나라가 저 자금력이 있다면 우리도 지금 달에 가고도 남았고 화성에도 진출 했을건데... 그렇게하기엔 우리나라가 너무 작아. 비통하다. 이작은.나라를.반토막낸 중국과.미국이.너무 싫다. 이것들은.우리의.통일이.가장 싫겠지...,3,2,saku****
중국을 무조건 욕하는것하고 우리나라사람끼리 싸움하는게 아니라 우리나라 기술 지키고 발전시켜야해요. 기술유출 하지말고 나라 기술 발전에 힘써야합니다.,1,0,woos****
"과학기술은 생산력이다! - 덩샤오핑근데 댓글보다 보면 중국기사에서 중국이 하는 모든것은 다 카피하고 베끼는것이라고 하는데 중국이 과학기술에 투자하고 인재배양하는것은 잘 안보는것음. 베끼고 카피해도 실제 기술이나 실력 없음 그걸 구현 못시킴! 그럼 그 기술은 또 어디서 가져온걸까? 흑마술인가? 글구 기술은 엄청 민감한 영역임, 극비고 보안이 제일 철저할텐데, 그럼 그걸 뚫는 중국애들이 대단한검? 아님 털리는 애들이 허술한검? 뭘까 진짜?",0,0,agai****
이런기사내면 똥개들 좋아안해요~,0,0,papa****
짜장 머리나쁘다고 하지마라. 머리좋으면 너랑 안사귄다.,0,1,doin****
짱 개들 멍청한줄 알았더니.. 똑똑한놈들도 있나보네..,0,1,ferr****
러시아가 기술이전을 애시당초 너무 많이 해줫어..그 이후로 해킹도 많이했고 돈 바르더니 이젠 우두덩거댱까지,0,3,cook****
"그래봐야 짝퉁 , 한국도 할수있음",0,9,inti****
중국연예 기사가 왜 생활카테고리에 있나요ㅡㅡ,77,1,clov****
중국은 양계장속에 닭들이 사는 나라. 자본주의탈을 쓴 변종빨갱이들 항상조심,30,2,wndr****
짱꼴라 기사 지겹네,4,1,zdm4****
매일경제 지분을 짱께가 샀나 짱께 뉴스 개극혐이네,2,0,1997****
꺼져 바퀴짱께,2,0,sepu****
더러운중공,1,0,liju****
사실인지는 몰라도 죄를 조작해서 그 죄를 갖다 붙이고 한사람 매장하기 쉬운나라이니.... 믿을 수 없음 ㅋㅋㅋ 뭔,1,0,dbal****
짱깨기사 극혐,1,0,man2****
언론사마다 듕귁 기사 할당제 있나? 아무도 관시없는데 왜 자꾸....,1,0,john****
중국 이야기 좀..ㅎ,1,0,merc****
중국은 겉은 바싹 속은 촉촉(겉은 자본주의시장경제 속은 공산주의 통제 감시),1,0,iamj****
중국은 전부 정솽이 아니네,1,1,yunk****
우한폐렴국?,0,0,peh6****
"차이나타운 전부 없애라.중국인,조선족,대만화교 모조리 추방해라.인터넷에서 일본편들고 한국욕하는 것들 정체가 대만화교 섬장게들이다.네이버,다음,디시,일베,유투브 등 익명을 이용해서 한국욕하고 일본찬양하고 조선인거리는것들이 대만화교다.교활해서 절대 화교인 티를 안 내고 대만화교는 한국과 같은편이라고 가스라이팅해서 절대 대만욕을 못하게 정신세뇌를 한다.장게핏줄은 중국장게나 섬장게나 장게일 뿐이다.전부다 추방해야돼.장게를 차별하고 추방하라!",0,0,kim5****
기자들이 일부러 중공혐오 하게 뉴스 찾아 내는 듯 ㅎㅎㅎ,0,0,ange****
구라도 대국기질로 치냐. 정도껏 해라.,134,2,agri****
니네가 뭘 말하든 세계는 안믿지..오죽하면 중국인들조차 중국은 온갖 거짓과 거짓말을 하는 나라라고 할까..ㅉ.ㅉ,42,2,vmfl****
ㅎ ㅎ ㅎ ㅎ 공산짱께 나라가 자기네가 발명한 우한바이러스를 국내에는 배포 안하고 딸라벌이 하느라고 전 세계에 수출만 했구먼 ! ! !,23,0,gttv****
ㅎㅎㅎ 중국 공산당 말을 누가믿나요 관심없음이야,17,1,jjji****
ㅋㅋㅋ 웃기고 있네 중국사람들 참 불쌍하다 중국 이미지 때문에 죽어 나가도 사람취급 못받네,16,0,kscg****
전혀 믿음이 안간다 거짓말도 대놓고 하는 나라가 코로나 엎다는게 말이되냐,5,0,shjj****
이걸 믿는 바보가 아직도 있냐!!??,4,0,fram****
이래서 구라도 똑똑해야 친다ㅋㅋㅋㅋㅋㅋㅋㅋㅋ중국 그만한 땅덩어리에 15명 신규확진 좋아하네 이러니 중국이 국제사회의 신뢰를 잃는거다,4,0,juta****
뭔 개소리야 15명이 아니라 15만명이겠지ㅋㅋ 어디서 구라야,4,0,kimj****
ㅈㄹㅎㄱㅈㅃㅈㄴ,4,0,kspr****
ㅋㅋㅋㅋ 곱하기 100이겠지 ...지나가던 개가 웃겠네,4,2,sosb****
이걸 믿는놈이 도라이 아닌가 ㅋㅋㅋㅋ,2,0,agri****
구라도 정도것 쳐야지 거 넘한거 아니요..,2,0,bekh****
사실이라고 치고 지네들은 확진자 발병자 없는데 인도에 도움 좀 주지 그러니 ㅉㅉㅉ 되도 않는 소리는 어찌 저리 매일같이 지껄일까 아무도 안믿는데,2,0,ses4****
거짓말도 티안나게 쳐야지 ㅋㅋ,2,1,dlk2****
"ㅋㅋㅋㅋㅋ 중국인 감독이 한 말이 사실이여... ""중국은 거짓말의 땅""... ㅉㅉㅉ",1,0,nb14****
입만열면 구라네 중공스럽다,1,0,colo****
저게 바로 코로나가 일부러 만들어진 생화학무기란 증거지. 저 확진자 수가 말이 되나? 저 새끼들 이미 약 가지고 있어. 공개하면 지들이 만든걸 스스로 인정하는 꼴이니 절대 안하지. 틀림없이 수돗물에 약 풀었을거다.,1,0,jdle****
그저 웃지요,1,0,yhs1****
160000이든 16명이든 다 구라니 신경안씀,1,0,bamb****
대포차는 운전자에 대하여 처벌할 수 있도록 법을 개정해라 사고가 발생해도 대포차의 원 소유주는 자기 곁을 떠났으니 나는 모른다 돈 없으니 배째라하고 운전자도 역시 마찬가지다 사고가 발생하면 피해자는 보상 받을 길이 막막하다 따라서 대포차의 운행을 막으려면 차주와 운전자 모두 처벌토록 해야만 한다,297,3,mks6****
"대포차를 거래하는매도,매수자 모두 처벌해야 되고 그 차를 운전하는 사람또한 처벌할수 있도록 법 개정이 필요하다.",109,1,pkw5****
제주 ㅎㅎ 무법천지. ㅎㅎ 음주운전은 기본으로 하지 그리고 적발당해도. 한다리 건너면 다아는 사이라서 대충 넘어간다 내가 제주도 놀러가서 경험했던거 임 아주 개판 오분전임,90,8,hyun****
대포차는 걸리면 무조건 폐차하는걸로 법이 바뀌어야죠,53,2,anna****
대포차를 운행하는사람도 처벌해야지~ 알고 타는건데,50,1,loui****
대포차는 빙산일각ㆍ중국사람들 문제가 심각하다ㆍ다 추방하고 부동산 압류해라ㆍ중국자치국만든다고 날뛰면 늦는다,15,0,ghld****
11년동안 다녔다는게 대단하다 이나라법이 얼마나 허술하면 이게 가능한가,8,0,eske****
원희룡이 잠룡이라고? 웃고 갑니다,8,1,seoh****
이상한 한국. 미국 같은 선진국은 대포차 몰면 범죄자로 처벌. 한국은? 벌금으로 끝. 범죄자를 양성하는 미개한 법치국가.,7,0,fitl****
"대포차 모는 사람들은 '어차피 걸리면 차 내면 그만이지' 생각하고 운행한다. 대포차 운전자에 대해 강력 처벌 없으면 절대 근절 안된다. 대포차로 단속카메라에 적발되어도 어차피 과태료도 안내도되니 대놓고 속도위반, 난폭운전하는 경우 허다하다. 이건 공공의 안전을 위해서라도 대포차 운전자 중형에 처해야 한다.",6,0,dk70****
전국의 외국인 60% 이상이 중국인데 국민이 부탁한다 중국인 좀 출국시키고 집도 못사게 해라 그게 상호주의에 맞다,5,0,lovl****
뭐든 조선족이 문제.다 내쫒아내라. 이제라도.,4,0,hsid****
또다시 중국인이냐. 징글징글하다,3,0,inci****
공공기관에 존립은 이런일이 일어나지않게 사전에 모니터링하고 세심하게 관리하는데 직분을 주고 국녹을 먹고사는거다.현실은 완장차고 기밀빼내서 배때기채우기 바쁜 놈들이되어서 공직자들이 민생에적이된지오래다.들키면 벌칙도없다.사과하고 잘한다고 한다.,3,0,da69****
짱꿔이들은 아무짝에도 쓸모없ㅇ는 무익한 쓰레기 일뿐이다!처저히 단속하여 사회의 중국화를ㅓ막아야 한다저자들의 무법을 모른척 방치하면 우리나라는 중국사회의 무법적 비정상적인 사회가 될것이다중국의 교통문화를 격어봤나?완전히 무법천지다.아모곳에서나 큰소리의ㅓ크락숀 소리와 불법유턴등 .....저자들이 우리나라에 정착해서 그짓을 아무 꺼리낌없이 해댄다.교통뿐 아니라 모든 일상이 개판인 자들이다우리 한국을 우습게보고 안하무인 행동 하는 짱꿔이들을 추방 하라!!!,3,0,jins****
즁국중국중국 지겹다,3,1,tule****
제주도에 중국인들이 판을치는구나안좋은것만 보여주고있지,2,0,cvn7****
중국인이 돌아다니면서 코로나 세계로 퍼나르고 있군,20,1,gimd****
그런데 2주격리해도 걸리나요? 그럼 2주격리는 의미없네..,5,0,myba****
왜 중국 코로나 없다며..도대체 믿지 못할 종족,5,0,seam****
또 중국이냐... 그냥 지구에서 사라졌으면...,3,0,sys9****
아무튼 2주격리는 약한듯. 최소 3주는 격리해야 한다고 생각함.,2,0,mylo****
인류 최대 미개한 종족 ??CHINA.. 그 족장 ??XI JINPING,0,0,gogo****
중국은 세계에 2년째 민폐국이다우주정거장만든다고 쏘아올린 우주선은 지구로 추락하고있다하고...아주 지들맘대로 사는것돌,0,0,thun****
중둑은 코로나 끝났다두만 남의 나라와서 민폐끼치네,0,0,min7****
중국인이 퍼트렸다니 그럴리 없습니다. 공산당에서 중국 확진자 없다고 하지 않았나요? 청정지역이라면서요,0,1,hkc4****
